target
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
631.47
1166.46
1549.81
1248.7
1345.78
1349.56
1345.61
1279.46
1225.62
1212.9
1074.04
1044.17
970.2
946.12
1002.83
925.31
913.86
176.8
944.19
823.41
769.01
740.8
713.24
743.83
736.09
782.88
834.68
788.8
783.06
743.77
735.41
742.89
746.54
750.57
727.26
715.5
695.01
698.77
704.08
715.93
724.21
459.83
715.1
706.8
677.29
690.38
694.3
690.7
238.45
647.11
745.92
804.85
818.89
781.21
786.16
757.43
726.5
723.96
715.28
710.62
708.04
702.73
695.74
658.27
576.35
369.83
418.45
588.96
571.88
512.52
563.26
564.26
565.09
563.73
563.46
563.38
522
523.33
521.97
490.49
491.71
488.44
481.59
492.02
476.08
466.34
463.64
459.37
458.09
290.87
487.33
468.63
465.25
466.58
464.22
458.9
460.83
457.95
481.51
489.43
375.93
378.38
379.41
377.42
417.98
507.75
469.73
521.26
518.32
493.37
509.21
351.8
287.03
278.58
297.19
297.33
296.2
296.12
293.35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
103.77
290.3
427.63
422.69
412.14
410.96
409.11
389.68
380.29
391.22
391.65
384.47
342.35
338.88
344.5
333.55
329.6
358.2
377.72
356.65
354.31
338.53
324.9
324.95
322.07
308.31
0
0
55.2
199.07
275.22
287.64
323.18
315.32
322.31
320.34
325.92
329.2
325.01
323.37
320.68
320.41
322.67
322.4
321.25
321.22
323.37
326.54
316.21
314.23
313.92
314.24
317.47
333.14
318.2
315.14
304.36
318.25
322.58
316.54
321.29
295.17
290.68
288.26
292.13
293.13
292.29
289.93
283.28
294.55
295.28
290.93
290.46
293.48
292.77
293.11
289.07
281.74
285.32
283.6
283.17
272.89
0
0
0
0
0
0
1.26
120.29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
94.01
790.87
916.81
788.73
790.15
783.85
574.29
626.39
355.75
422.91
486.97
597.29
610.33
580.74
461.02
