target
219.97
1172.89
497.54
179.61
357.54
1111.8
1261.62
1260.09
1262.15
1266.28
1280.31
1286.67
925.83
52.88
1040.68
1217.92
985.07
1259.32
1254.79
1250.18
1245.44
1256.97
1248.98
1267.54
1256.91
1283.57
1284.97
1261.85
1206.79
1278.99
833.38
1294.23
1280.42
1266.17
1295.64
1267.79
1256.92
1349.88
1350.61
1342.36
1344.44
1318.46
1292.56
1281.25
1156.6
493.47
1206.07
1111.36
1089.83
1108.5
1120.87
1051.71
1069.25
1065.51
1060.68
1070.94
1039.28
1051.25
1056.25
1067.53
1079.36
1102.34
1057.78
1063.17
1087.43
1096.32
1111.83
1134.99
1152.6
1068.24
1109.18
1109.98
1178.62
1180.81
1199.75
1197.7
1349.24
1189.09
1172.31
1175.15
1116.79
1102.45
1104.3
1120.89
1156.42
1160.01
1147.01
1146.84
1146.08
1136.02
1117.48
1169.41
1199.09
660.56
964.21
1119.75
1107.66
1141
1109.35
1109.15
1110.91
1111.67
1107.58
1098.4
1110.52
1104.61
1100.81
1109.35
1106.42
1120.08
1109.35
1091.38
1117.68
1110.34
1102.21
1095.2
1094.58
1063.56
1047.69
1047.04
1037.74
1051.17
1056.31
1044.72
1052.32
1047.4
1040.16
997.38
1255.25
1268.08
1267.54
1261.33
1280.23
1236.61
1242.96
1182.78
1179.46
1175.77
1163.78
1205.65
1214.29
1222.62
1229.06
1235.28
1229.35
1231.86
1227.95
79.31
0
0
0
0
0
740.85
583.1
521.8
589.54
516.94
481.7
469.7
488.42
610.72
1123.32
1319.35
1258.26
1245.86
1240.68
1236.58
1229.27
1220.28
1195.64
1222.65
1223.26
1201.18
1227.24
1216.49
1203.66
1200.48
1189.08
1186.37
1188.93
1193.53
1187.64
1187.34
1187.17
1184.83
1168.83
1164.44
39.68
680.46
1129.14
1196.43
1092.77
1143
1133.6
1124.63
1136.26
1117.8
1103.71
1082.55
1096.68
1089.01
1084.69
1086.55
1087.94
1089.13
1089.63
1080.18
1070.84
1058.72
1084.5
1072.14
1064.29
1054.46
1068.23
1110.58
1065.09
1063.62
1030.57
1071.73
1073.25
1054.42
1042.65
1026.75
1033.12
1022.89
1026.32
1047.36
1039.83
1037.21
990.65
1019.84
1019.63
1001.28
995.77
1004.24
993.88
980.83
1005.51
978.26
989.16
981.25
980.88
944.45
981.97
861.08
300.43
315.64
517.82
271.57
146.81
130.07
207.03
193.28
379.68
421.41
266.7
222.63
202.47
208.3
290.89
192.29
233.23
191.55
300.44
272.5
285.71
295.77
358.41
362.87
317.56
284.18
273.16
275.81
277.21
284.56
291.27
284.48
280.53
330.5
293.75
339.68
571.41
711.15
834.36
816.68
822.12
868.95
926.15
1015.35
824.03
945.62
1167.01
1089.48
1103.27
987.37
1070.17
