target
9.81
486.84
164.78
401.02
140.74
487.12
530.62
528.32
529.68
531.58
539.14
539.2
401.1
428.03
543.96
573.63
294.4
585.5
584.55
577.19
584.55
577.68
576.69
583.62
578
578.95
574.74
575.45
555.35
581.4
714.49
589.96
583.71
584.82
582.58
554.65
539.32
532.62
530.32
529.07
523.92
544.38
535.8
533.97
262.96
0
107.31
469.42
479.16
481.15
487.45
456.34
450.38
455.79
455.57
450.86
454.02
454.45
459.04
463.91
468
469.68
448.28
449.19
416.03
418.28
420.8
428.87
431.47
325.75
411.55
421.75
445.16
445.36
448.72
452.13
509.65
451.41
452.56
451.89
503.1
495.05
496.1
500.94
489.91
486.9
483.72
482.36
478.49
474.22
466.36
440.96
462.73
183.67
296.83
394.59
432.02
442.64
439.06
439.09
439.5
435.95
435.23
434.67
442.68
445.32
443.92
450.92
452.35
443.73
442.05
436.1
444.23
441.15
440.9
437.73
436.95
380.77
414.84
446.27
442.19
447.69
444.29
441.5
444.28
440.93
437.53
418.68
355.48
357.69
359.24
357.55
363.53
350.83
350.44
334.33
332.25
330.84
326.08
336.92
340.72
339.33
341.09
342.15
340.59
340.72
338.4
4.3
0
0
0
0
0
155.58
332.73
358.23
290.24
374.02
368.61
377.32
369.58
419.29
305.75
327.3
335.43
333.78
333.5
333.06
331.54
332.39
326.65
338.03
336.76
331.91
339.41
335.78
333.27
333.09
331.24
340.08
333.29
333.16
338.89
337.74
338.79
338.8
335.82
334.71
5.42
157.75
323.17
341.36
311.3
325.86
322.32
320.67
323.6
320.46
326.8
330.91
326.95
325.64
323.25
322.94
323.28
321.24
320.17
321.63
323
319.88
326.36
324.91
324.89
325.66
328.9
344.97
329.71
329.27
318
327.23
321.89
326.63
324.42
340.8
335.94
331.12
331.3
339.2
338.53
335.86
349.09
363.01
364.46
359.37
358.97
362.59
357.73
353.08
363.03
353.98
358.38
356.36
355.82
343.6
357.14
340.37
305.37
321.38
400.77
336.44
321.67
198.35
253.04
262.77
282.43
483.94
339.06
310.03
295.37
302.9
313.84
281.74
331.51
277.88
328.13
306.76
324.63
333.97
278.73
278.82
329.27
319.65
305.35
312.7
312.55
318.56
326.73
314.02
319.75
292.71
376.06
353.86
488.21
324.9
343.85
337.58
331.43
324.45
333.91
322.41
189.48
231
282.48
312.71
315.5
282.1
301.02
