POINT;MSE_RIDGE;MAE_RIDGE;MAPE_RIDGE;MSE_HYB;MAE_HYB;MAPE_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;x;y
75.04_12.72;0.00017154807496467915;0.010513860212006877;23.023;0.00015272181842908276;0.009732597088308204;19.665;-1.8826256535596394e-05;-0.0007812631236986736;-3.3580000000000005;75.04;12.72
74.84_12.72;0.00014190063932123984;0.010810200704265194;18.723;0.00010510900372907639;0.007497741880840394;11.797;-3.679163559216345e-05;-0.0033124588234247996;-6.925999999999998;74.84;12.72
76.84_13.72;0.001273245722500818;0.034255081124923197;63.948;0.0002900214083610693;0.013592035177837514;27.436;-0.0009832243141397487;-0.020663045947085682;-36.512;76.84;13.72
76.64_13.72;0.0016620107724070693;0.038885519960935776;70.824;0.000316454518467938;0.015277377754527427;30.367;-0.0013455562539391314;-0.023608142206408347;-40.456999999999994;76.64;13.72
76.44_13.72;0.0018033020173672;0.04052705497578215;73.923;0.00016158413983893282;0.010102855926450145;20.632;-0.0016417178775282673;-0.030424199049332003;-53.291;76.44;13.72
76.24_13.72;0.0011872589468040575;0.03283214315562582;63.864;0.00022639070050115354;0.011660726703370976;25.558;-0.000960868246302904;-0.021171416452254843;-38.306;76.24;13.72
76.04_13.72;0.0012977155727902114;0.03443743158201314;67.001;0.0013162134403153741;0.03209527506640812;66.793;1.8497867525162732e-05;-0.002342156515605015;-0.2079999999999984;76.04;13.72
75.84_13.72;0.0012421686668164275;0.03365651235199808;66.301;0.00018707080528202177;0.011917729567644138;25.679;-0.0010550978615344057;-0.021738782784353945;-40.622;75.84;13.72
75.64_13.72;0.0009969601040074117;0.030008879880394645;66.073;0.00020453518285158676;0.012377436148673168;30.5;-0.0007924249211558249;-0.01763144373172148;-35.57299999999999;75.64;13.72
75.44_13.72;0.001198285264290701;0.033009364901838714;72.847;0.00011233003575824271;0.009031526238764362;20.473;-0.0010859552285324584;-0.023977838663074354;-52.373999999999995;75.44;13.72
75.24_13.72;0.0008980173438944978;0.028423362408223747;72.378;0.0001151208517343743;0.008293390898095637;24.673;-0.0007828964921601236;-0.02012997151012811;-47.705;75.24;13.72
75.04_13.72;0.0011143168224853983;0.03278482422879729;80.664;0.00021891737491316665;0.011508468123883871;31.625;-0.0008953994475722317;-0.02127635610491342;-49.039;75.04;13.72
74.84_13.72;0.00012392768403669908;0.009175046653190784;21.695;3.926316600581089e-05;0.005151616219584035;11.788;-8.466451803088818e-05;-0.004023430433606748;-9.907;74.84;13.72
76.64_14.72;0.0003842752765653988;0.015845917777738326;27.027;0.0011049435227609443;0.02854006764070306;63.363;0.0007206682461955456;0.012694149862964733;36.336;76.64;14.72
76.44_14.72;0.0014225396484944719;0.036421589926881506;67.347;0.0006177404192776558;0.021089614361385893;41.134;-0.0008047992292168161;-0.015331975565495613;-26.212999999999994;76.44;14.72
76.24_14.72;0.0017921218223152394;0.039406389269086434;73.792;0.00033298931624599413;0.01563253982350566;31.458;-0.0014591325060692452;-0.023773849445580773;-42.334;76.24;14.72
76.04_14.72;0.0015731029127620713;0.0373005891692477;72.95;0.0003894166219971257;0.016456702790222648;39.882;-0.0011836862907649455;-0.020843886379025053;-33.068000000000005;76.04;14.72
75.84_14.72;0.0012144361953544355;0.03090740315951312;61.38;0.00040055463470994553;0.01766638094917706;41.154;-0.00081388156064449;-0.013241022210336063;-20.226;75.84;14.72
75.64_14.72;0.0008452765940410174;0.02775896327584729;57.229;0.0008493583671697093;0.024764918501394607;56.819;4.081773128691889e-06;-0.002994044774452684;-0.4099999999999966;75.64;14.72
75.44_14.72;0.0007792768489405206;0.026247155281233208;57.54;0.00041641146343568327;0.016817114764619685;38.605;-0.00036286538550483734;-0.009430040516613523;-18.935000000000002;75.44;14.72
75.24_14.72;0.0007164407025997586;0.024811460029553964;63.057;0.00016803105095520896;0.010902971765539525;30.464;-0.0005484096516445497;-0.013908488264014439;-32.593;75.24;14.72
75.04_14.72;0.0007387547894421148;0.024908939833076342;63.63;0.0008664713913245023;0.025906285410093478;68.909;0.0001277166018823875;0.0009973455770171356;5.2790000000000035;75.04;14.72
74.84_14.72;0.0010166087557944704;0.03128782112548456;92.448;0.0001771248034024916;0.010725339075448316;35.39;-0.0008394839523919788;-0.020562482050036246;-57.05799999999999;74.84;14.72
74.64_14.72;0.0010134603209624173;0.0309111163309085;92.332;0.0001027196936675579;0.0080599019681095;27.646;-0.0009107406272948594;-0.022851214362799;-64.68599999999999;74.64;14.72
76.24_15.72;0.0012569898107062155;0.033991496651473684;60.802;0.00042043621452121286;0.016429828960730357;32.755;-0.0008365535961850027;-0.017561667690743327;-28.046999999999997;76.24;15.72
76.04_15.72;0.0010575187799276337;0.03158739411855634;61.677;0.00029878416802081044;0.014200378810390579;25.345;-0.0007587346119068232;-0.017387015308165762;-36.332;76.04;15.72
75.84_15.72;0.0008406362429910391;0.027959856148730207;53.572;0.00013668336364725146;0.009053036896938848;16.523;-0.0007039528793437877;-0.018906819251791357;-37.04900000000001;75.84;15.72
75.64_15.72;0.0005187510608460814;0.02125872427723787;42.741;0.0002828291012473197;0.014044101739895266;35.159;-0.00023592195959876177;-0.007214622537342605;-7.582000000000001;75.64;15.72
75.44_15.72;0.0005005867365143725;0.020718882660843038;41.146;0.00024464687811388814;0.012903443096188875;24.393;-0.0002559398584004844;-0.007815439564654162;-16.753;75.44;15.72
75.24_15.72;0.00037501328983565466;0.01728655668724345;34.529;0.00023616253990326602;0.013596485522677868;38.821;-0.00013885074993238864;-0.003690071164565583;4.2919999999999945;75.24;15.72
75.04_15.72;0.0005705243171009758;0.023056349866992086;56.337;0.0001521296198467062;0.009075749805665338;21.371;-0.0004183946972542696;-0.013980600061326749;-34.96600000000001;75.04;15.72
74.84_15.72;0.0005741657777735642;0.023402871507333604;60.601;0.000606691874163554;0.01821213030828517;69.354;3.25260963899898e-05;-0.005190741199048433;8.753;74.84;15.72
74.64_15.72;0.0007091192973068437;0.026154972298507773;70.625;0.00012667777519440252;0.009017009436765986;22.629;-0.0005824415221124411;-0.01713796286174179;-47.995999999999995;74.64;15.72
74.44_15.72;0.0005955146839390582;0.02375260656332297;61.745;0.00021022378582259896;0.01109150059400629;39.684;-0.0003852908981164592;-0.012661105969316681;-22.061;74.44;15.72
76.24_16.72;0.0011115816389482452;0.029648892863121286;50.454;0.00037235003975188004;0.015117204521609213;33.371;-0.0007392315991963652;-0.014531688341512073;-17.083;76.24;16.72
76.04_16.72;0.00113455908660184;0.03207925270978641;60.307;0.00025383747100176117;0.012529928655135459;30.079;-0.0008807216156000787;-0.019549324054650954;-30.228;76.04;16.72
75.84_16.72;0.0006282847275042085;0.023656453918245356;45.721;0.00030519737717064064;0.013696043569903053;37.175;-0.0003230873503335678;-0.009960410348342302;-8.546;75.84;16.72
75.64_16.72;0.0005397098053360973;0.020618833689207878;35.302;0.00039158823056687967;0.015620000159345586;29.401;-0.0001481215747692176;-0.004998833529862292;-5.901;75.64;16.72
75.44_16.72;0.0004369847403696428;0.018663092506017467;32.683;0.0005374643719814818;0.020131771593079054;37.248;0.00010047963161183905;0.0014686790870615876;4.564999999999998;75.44;16.72
75.24_16.72;0.0003666547978086522;0.016716603421213887;32.842;0.0006375101165445003;0.021348882531523727;41.512;0.00027085531873584807;0.004632279110309841;8.670000000000002;75.24;16.72
75.04_16.72;0.0005221848290060427;0.019782562276218944;36.696;0.0005298874529251701;0.019039315520781714;36.645;7.702623919127356e-06;-0.0007432467554372296;-0.05099999999999483;75.04;16.72
74.84_16.72;0.00041618339394743927;0.01848095746498787;42.753;0.00034709998398337863;0.01522837122478628;56.1;-6.908340996406064e-05;-0.0032525862402015895;13.347000000000001;74.84;16.72
74.64_16.72;0.0005087949332376701;0.02003195267666631;43.511;0.0013192770612409264;0.03193975994588262;73.208;0.0008104821280032563;0.011907807269216312;29.696999999999996;74.64;16.72
74.44_16.72;0.00045801046635035006;0.019259547941625727;802.18;0.0005299447176915433;0.019934204641666415;1595.228;7.193425134119325e-05;0.0006746567000406878;793.0480000000001;74.44;16.72
74.24_16.72;0.000549257324647076;0.02102947117214566;668.111;0.00060824944252714;0.020102398534108244;517.487;5.899211788006401e-05;-0.0009270726380374156;-150.62400000000002;74.24;16.72
76.24_17.72;0.0010641883172586386;0.030761546118731577;65.701;0.0004849328833415981;0.01775938056189381;42.808;-0.0005792554339170405;-0.013002165556837766;-22.892999999999994;76.24;17.72
76.04_17.72;0.0008900754695163725;0.02780382946571139;56.184;0.00048308715826455494;0.018696741884785706;36.579;-0.0004069883112518176;-0.009107087580925686;-19.604999999999997;76.04;17.72
75.84_17.72;0.0006822631870255366;0.023280665219453586;41.596;0.0007399431981168842;0.023212478701552464;43.039;5.7680011091347625e-05;-6.818651790112262e-05;1.443000000000005;75.84;17.72
75.64_17.72;0.000571359827780992;0.02136896953032584;37.935;0.0006731412358592073;0.022202738571473677;40.549;0.00010178140807821532;0.0008337690411478367;2.613999999999997;75.64;17.72
75.44_17.72;0.0004500191109266284;0.017977739943610144;35.625;0.0006847245717048873;0.021127525016434903;40.906;0.00023470546077825885;0.003149785072824759;5.280999999999999;75.44;17.72
75.24_17.72;0.0004400927307633845;0.01764148247308409;34.58;0.000753556036097969;0.022243815341842447;44.6;0.0003134633053345845;0.0046023328687583576;10.020000000000003;75.24;17.72
75.04_17.72;0.0005276920071803846;0.019494930136641667;36.89;0.0011503215317555284;0.028191309863450677;55.814;0.0006226295245751438;0.00869637972680901;18.924;75.04;17.72
74.84_17.72;0.0005084754539623735;0.01900475931342047;36.594;0.0008159610664914683;0.02356108814226241;43.194;0.00030748561252909475;0.004556328828841941;6.600000000000001;74.84;17.72
74.64_17.72;0.00043269190903505976;0.01731500501120912;55.6;0.0015696209994659233;0.03125694771425781;82.779;0.0011369290904308636;0.013941942703048694;27.178999999999995;74.64;17.72
74.44_17.72;0.0005909054055424933;0.019971497260558118;81.798;0.004524579669892858;0.05461127586017344;188.885;0.003933674264350364;0.034639778599615326;107.08699999999999;74.44;17.72
74.24_17.72;0.0006402781443305021;0.02094227042954008;75.723;0.004048963098517327;0.05290303664642817;186.17;0.003408684954186825;0.03196076621688809;110.44699999999999;74.24;17.72
74.04_17.72;0.0009235374485259685;0.025526464684101184;396.992;0.0032176189129261303;0.044341106820112976;2599.391;0.002294081464400162;0.01881464213601179;2202.399;74.04;17.72
77.24_18.72;0.0010274903804691426;0.027813017965754867;42.647;0.0009351306279684039;0.024896381467984296;45.394;-9.235975250073867e-05;-0.0029166364977705715;2.747;77.24;18.72
77.04_18.72;0.0013619533758245502;0.031933265401280234;48.554;0.0010357679320333163;0.02544356934565247;49.786;-0.0003261854437912339;-0.0064896960556277625;1.2319999999999993;77.04;18.72
76.84_18.72;0.001980541402712066;0.038979952349933254;64.295;0.0006281669274748103;0.02070167995775871;42.922;-0.0013523744752372557;-0.018278272392174544;-21.373000000000005;76.84;18.72
76.64_18.72;0.0019554195287743875;0.03989334942796722;71.207;0.0005079840311706385;0.018723874669750406;38.989;-0.001447435497603749;-0.021169474758216813;-32.217999999999996;76.64;18.72
76.44_18.72;0.0016204955476779002;0.0380087585656798;81.027;0.00041098570705355513;0.016285270405994277;36.438;-0.001209509840624345;-0.02172348815968552;-44.589;76.44;18.72
76.24_18.72;0.001595190722504616;0.03769380435682943;80.378;0.0007663861644552591;0.023457787767529867;51.746;-0.000828804558049357;-0.014236016589299565;-28.631999999999998;76.24;18.72
76.04_18.72;0.0005849252632442801;0.0215166796333816;50.922;0.0006668496952929475;0.021656022077190695;49.652;8.192443204866739e-05;0.00013934244380909427;-1.269999999999996;76.04;18.72
75.84_18.72;0.0006491619968856349;0.021539197194952495;48.635;0.0006511249980913694;0.020187359604046946;52.346;1.963001205734522e-06;-0.0013518375909055483;3.7109999999999985;75.84;18.72
75.64_18.72;0.0005378288051072218;0.019486979196030953;43.32;0.0008479687048702745;0.02297095948050006;61.287;0.00031013989976305266;0.0034839802844691056;17.967;75.64;18.72
75.44_18.72;0.00045791675190130505;0.017790125180953895;42.1;0.0008540162531467337;0.02313865060264051;52.285;0.00039609950124542864;0.005348525421686616;10.184999999999995;75.44;18.72
75.24_18.72;0.0005080191600357612;0.018479941580007195;43.216;0.0009865980268500185;0.024837976746539776;55.352;0.0004785788668142573;0.006358035166532581;12.135999999999996;75.24;18.72
75.04_18.72;0.0005623993520143475;0.01964102938724441;71.409;0.0006401979222968087;0.019810263495561538;71.762;7.779857028246124e-05;0.00016923410831712685;0.35299999999999443;75.04;18.72
74.84_18.72;0.0006141937976871934;0.020413455878600155;51.842;0.0009903613837355019;0.02478127087804361;57.782;0.00037616758604830847;0.004367814999443456;5.939999999999998;74.84;18.72
74.04_18.72;0.0006845853584168391;0.021152987990207275;48.212;0.0017322081456696379;0.031665463433134075;108.765;0.0010476227872527988;0.0105124754429268;60.553;74.04;18.72
77.24_19.72;0.0006991245616082333;0.022411700182541808;33.051;0.001890534692006742;0.03788058070913461;63.059;0.0011914101303985088;0.015468880526592801;30.007999999999996;77.24;19.72
77.04_19.72;0.0013691268178516339;0.031741716359054685;47.298;0.000981639875298757;0.026426006309168984;47.826;-0.00038748694255287693;-0.005315710049885701;0.5279999999999987;77.04;19.72
76.84_19.72;0.001066466644958926;0.02765620359042934;41.384;0.0009353625232759318;0.02576478258651092;47.605;-0.00013110412168299414;-0.001891421003918422;6.2209999999999965;76.84;19.72
76.64_19.72;0.0014350637928025856;0.033803521876038224;61.509;0.0004530658382680335;0.017398654762140038;37.699;-0.0009819979545345522;-0.016404867113898186;-23.810000000000002;76.64;19.72
76.44_19.72;0.0007990669994356653;0.025599443625387127;61.789;0.00041650603231760695;0.015874999615284147;39.094;-0.0003825609671180583;-0.00972444401010298;-22.695;76.44;19.72
76.24_19.72;0.0006285687375171804;0.021948700847865907;48.034;0.0006693310324860242;0.02140153430734367;53.157;4.07622949688438e-05;-0.0005471665405222363;5.1229999999999976;76.24;19.72
76.04_19.72;0.0006405406239770025;0.022034648030456582;53.199;0.0008440273011778202;0.024461229613831743;65.42;0.00020348667720081768;0.0024265815833751612;12.221000000000004;76.04;19.72
75.84_19.72;0.0005725983611983596;0.020553998911684326;53.901;0.0007326518945694235;0.0220052857338071;66.156;0.00016005353337106385;0.0014512868221227757;12.255000000000003;75.84;19.72
75.64_19.72;0.0005964241326461549;0.020483731268015396;60.983;0.0004594964810703386;0.016845864354869768;68.93;-0.00013692765157581632;-0.0036378669131456286;7.94700000000001;75.64;19.72
75.44_19.72;0.0005081202235566372;0.018750832884054325;48.693;0.00043391978575073976;0.01607927516647831;54.655;-7.420043780589745e-05;-0.002671557717576014;5.962000000000003;75.44;19.72
75.24_19.72;0.0004800365503819026;0.018841742833690275;56.265;0.0004298142089421734;0.015865654339170317;61.462;-5.0222341439729186e-05;-0.002976088494519958;5.197000000000003;75.24;19.72
75.04_19.72;0.0006697206540083714;0.02218314625719344;116.376;0.0006401916949467199;0.019939350029140327;149.412;-2.9528959061651512e-05;-0.002243796228053114;33.036;75.04;19.72
74.84_19.72;0.0005275443550266859;0.019232982882394504;96.716;0.0006144974041497673;0.01888840660496561;93.832;8.695304912308144e-05;-0.00034457627742889504;-2.8840000000000003;74.84;19.72
74.64_19.72;0.0005539329808112033;0.01863414676016368;54.737;0.000590452252159549;0.01781826703725659;67.539;3.651927134834564e-05;-0.0008158797229070903;12.802;74.64;19.72
74.24_19.72;0.0005864247891707426;0.019188649412014702;57.672;0.0010590020958012709;0.024245454055080613;72.624;0.0004725773066305282;0.005056804643065911;14.951999999999998;74.24;19.72
74.04_19.72;0.000624988126457575;0.020379379750652463;60.19;0.0021797979227517823;0.03546478880703877;182.936;0.0015548097962942073;0.01508540905638631;122.74600000000001;74.04;19.72
73.84_19.72;0.0005852880876416139;0.019747317520451217;67.713;0.0016949881864504047;0.031344615112545035;160.48;0.001109700098808791;0.011597297592093818;92.767;73.84;19.72
76.84_20.72;0.0009628467889679457;0.02619279220864811;38.18;0.0008439504102419127;0.023639129453465652;43.077;-0.00011889637872603302;-0.0025536627551824564;4.8969999999999985;76.84;20.72
76.64_20.72;0.0005996594562895992;0.019755332550728935;32.0;0.0004153257150821824;0.013678977723320744;34.946;-0.0001843337412074168;-0.006076354827408191;2.945999999999998;76.64;20.72
76.44_20.72;0.000638586857611854;0.02070277076626167;36.967;0.00045401620666733587;0.01725100092792548;42.208;-0.00018457065094451818;-0.0034517698383361925;5.241;76.44;20.72
76.24_20.72;0.0003454641851439114;0.016155467545526804;45.252;0.0008008320080243114;0.023219801125247724;61.133;0.0004553678228804;0.00706433357972092;15.881;76.24;20.72
76.04_20.72;0.0005653942084462611;0.020496745378212264;53.439;0.0007814557430546264;0.023100495763194537;65.656;0.0002160615346083653;0.0026037503849822737;12.217000000000006;76.04;20.72
75.84_20.72;0.000691021124301747;0.02263808828379528;53.355;0.0005836642833023882;0.019969943244844714;59.543;-0.00010735684099935877;-0.0026681450389505652;6.188000000000002;75.84;20.72
75.64_20.72;0.0005163056294995423;0.0198245598924753;83.05;0.00044375722784053466;0.017102500229623282;73.76;-7.254840165900767e-05;-0.0027220596628520187;-9.289999999999992;75.64;20.72
75.44_20.72;0.0006421997594812492;0.021782596805928523;69.448;0.0004143245259111307;0.015418279774292287;85.693;-0.00022787523357011854;-0.006364317031636237;16.245000000000005;75.44;20.72
75.24_20.72;0.000589670256451863;0.02152953276361447;104.915;0.0005658072953958698;0.01790857620745014;168.103;-2.3862961055993288e-05;-0.0036209565561643314;63.188;75.24;20.72
75.04_20.72;0.0008624145788432462;0.024455894321300024;61.901;0.0007078386986144553;0.022185074011356554;93.778;-0.0001545758802287909;-0.00227082030994347;31.877000000000002;75.04;20.72
74.84_20.72;0.0007288901649787845;0.022959392175973214;70.32;0.0007680566324231496;0.02235761912770789;87.246;3.91664674443651e-05;-0.0006017730482653222;16.926000000000002;74.84;20.72
74.64_20.72;0.000716050192819908;0.021569904934399458;76.913;0.0012898292616717977;0.02756974341083796;83.168;0.0005737790688518896;0.005999838476438504;6.25500000000001;74.64;20.72
74.44_20.72;0.0006682194842978171;0.020553011538755328;285.208;0.001734603274314188;0.031500949432657285;192.597;0.001066383790016371;0.010947937893901957;-92.61100000000002;74.44;20.72
74.24_20.72;0.0006313604178181946;0.020329821612395983;48.876;0.002890111812861642;0.041461783981613896;86.089;0.0022587513950434474;0.021131962369217914;37.213;74.24;20.72
74.04_20.72;0.000960403106653097;0.02639711995043243;62.113;0.0018349903974137125;0.03300714302108353;181.322;0.0008745872907606155;0.006610023070651103;119.209;74.04;20.72
73.84_20.72;0.0008976775553933196;0.025424014621440446;184.631;0.0026192603725102045;0.03965446968946358;323.153;0.001721582817116885;0.014230455068023135;138.52200000000002;73.84;20.72
73.64_20.72;0.0008012308453713;0.0246747875786088;116.167;0.0021005541517787776;0.036186003014303594;157.392;0.0012993233064074777;0.011511215435694794;41.224999999999994;73.64;20.72
76.64_21.72;0.0009189435711600243;0.026539015778570027;40.36;0.0010010104649002356;0.0258001063407584;45.897;8.206689374021128e-05;-0.0007389094378116266;5.536999999999999;76.64;21.72
76.44_21.72;0.0002525879988574514;0.013689028726785646;32.885;0.0005954869187620337;0.019806631267589966;49.438;0.00034289891990458226;0.0061176025408043195;16.553000000000004;76.44;21.72
76.24_21.72;0.0005224019572745663;0.01972605674194122;42.779;0.0006205248490244123;0.019641773084303055;47.189;9.812289174984602e-05;-8.428365763816364e-05;4.409999999999997;76.24;21.72
76.04_21.72;0.0003668408733692342;0.01642040427025712;42.663;0.0004966428186256584;0.017948172521618184;44.346;0.0001298019452564242;0.0015277682513610662;1.6829999999999998;76.04;21.72
