POINT;MSE_RIDGE;MAE_RIDGE;MAPE_RIDGE;MSE_HYB;MAE_HYB;MAPE_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;x;y
76.04_8.72;0.0004057158707926608;0.017457049142769517;30.857;0.0006641995199359856;0.023565895263599833;42.922;0.0002584836491433248;0.006108846120830316;12.064999999999998;76.04;8.72
75.84_8.72;0.00021631196598260828;0.01188208381955762;25.37;0.00032677463729031644;0.014618844294248564;30.398;0.00011046267130770815;0.002736760474690944;5.027999999999999;75.84;8.72
75.64_8.72;0.0002761792922117121;0.013308174527643591;38.822;0.000230395173486476;0.011710817968484057;35.819;-4.5784118725236125e-05;-0.001597356559159534;-3.003;75.64;8.72
75.44_8.72;0.0007404462953102908;0.022322365224285632;52.625;0.0011013407935361464;0.02791684426169273;79.835;0.0003608944982258556;0.005594479037407098;27.209999999999994;75.44;8.72
76.44_9.72;0.0010865394416027935;0.030236095764410872;40.572;0.00179574313960307;0.04049531733487525;55.821;0.0007092036980002765;0.010259221570464376;15.248999999999995;76.44;9.72
76.24_9.72;0.0014278220028822277;0.0357780788312402;47.951;0.0014414061088834187;0.03572321960179351;47.398;1.3584106001190976e-05;-5.4859229446688196e-05;-0.5529999999999973;76.24;9.72
76.04_9.72;0.0001343267765682479;0.009490352346443806;14.779;0.00041960046742338223;0.01776880619981873;26.399;0.00028527369085513433;0.008278453853374923;11.620000000000001;76.04;9.72
75.84_9.72;0.00014444535519974978;0.009648234062410919;18.959;0.00026017573768186483;0.013556190845896375;24.414;0.00011573038248211505;0.003907956783485456;5.455000000000002;75.84;9.72
75.64_9.72;0.0002038444270532373;0.01144016047131369;30.384;0.0003764549504609471;0.01724133872117841;34.885;0.00017261052340770982;0.00580117824986472;4.500999999999998;75.64;9.72
75.44_9.72;0.000519614464947051;0.018927653113044462;48.629;0.0015570536579297496;0.035101890911126844;68.674;0.0010374391929826986;0.016174237798082382;20.04500000000001;75.44;9.72
76.84_10.72;0.0003548291268385462;0.0165635612074338;29.025;0.0006683610971323051;0.023400701453542897;41.407;0.00031353197029375894;0.006837140246109097;12.381999999999998;76.84;10.72
76.64_10.72;0.0002813429365830259;0.01457808958790355;26.029;0.00034115719150058067;0.015367204088592792;28.01;5.981425491755478e-05;0.0007891145006892423;1.9810000000000016;76.64;10.72
76.44_10.72;0.001176409007466444;0.03200093226920733;43.707;0.0008285984013811724;0.02681250244002149;36.824;-0.00034781060608527154;-0.005188429829185843;-6.883000000000003;76.44;10.72
76.24_10.72;0.0010821186177010257;0.030951794937032238;39.934;0.0014669355870990217;0.03692435055706137;48.39;0.00038481696939799597;0.005972555620029133;8.456000000000003;76.24;10.72
76.04_10.72;0.00043766285405361864;0.019100851123277026;25.994;0.0008197925931867913;0.02749374712016631;39.229;0.0003821297391331727;0.008392895996889284;13.235;76.04;10.72
